,Timestamp,Rainfall,Water level,Inc30mup,Inc30mdown ,Inc20mup ,Inc20mdown,Inc10mup,Inc10mdown,1stTensiometer,2ndTensiometer,3rdTensiometer ,4thTensiometer,5thTensiometer
148,07-12-2022 05:00,0,-115.226145,24.189876,31.200675,15.043998,29.346923,16.842235,24.901785,-48.995712,-49.939016,181.79931,-3.0891075,-48.78305
149,07-12-2022 06:00,0,-45.318258,22.07611,29.068187,12.942433,28.03143,14.009105,21.83043,-49.033944,-49.941838,181.80902,-3.085476,-48.817204
150,07-12-2022 07:00,0,-25.610592,19.228857,24.095458,13.275915,25.764651,22.711138,18.703759,-49.001254,-49.938222,181.81223,-3.0834005,-48.7885
151,07-12-2022 08:00,0,58.70931,17.886288,36.629086,20.059645,40.2236,29.730492,23.143544,-48.84462,-49.927832,181.77976,-3.1171815,-48.646684
152,07-12-2022 09:00,0,985.2578,-21.364658,-16.647524,-24.471957,-17.976018,-22.144012,-14.675894,-48.57752,-49.906532,181.73697,-3.1627485,-48.40345
153,07-12-2022 10:00,0,930.01668,-15.243084,-15.737853,-20.646945,-13.877134,-22.058147,-11.245583,-48.269716,-49.880512,181.67746,-3.211359,-48.119694
154,07-12-2022 11:00,0,796.88088,-8.4701545,-6.639927,-13.653388,-10.243436,-16.407208,-10.407404,-48.022194,-49.853064,181.64453,-3.2254375,-47.89167
155,07-12-2022 12:00,0,711.84418,-10.971874,-3.0087875,-13.988546,-1.1067725,-8.965922,-1.9124035,-47.91117,-49.842652,181.6201,-3.2459945,-47.78901
156,07-12-2022 13:00,0,602.20706,-2.0935055,0.439625,-12.707542,-3.5246945,-5.9716165,-4.842597,-47.912562,-49.843068,181.60306,-3.2648315,-47.8011
157,07-12-2022 14:00,0,77.40568,-2.4941815,12.8230385,7.604502,18.0289245,9.300737,11.115897,-48.000092,-49.852446,181.61794,-3.248894,-47.877582
158,07-12-2022 15:00,0,-225.25755,32.412822,37.732666,25.572138,39.825994,28.478342,23.677914,-48.157212,-49.867828,181.6444,-3.227551,-48.023388
